performance_id,student_id,year,class_name,subject,total_score,teacher_id,family_id,total_attendance,score_range
1957,1066,2020,JS2A,Mathematics,57,204,5066,170,50-59
1958,1066,2020,JS2A,English Language,47,201,5066,132,40-49
1959,1066,2020,JS2A,Civic Education,33,216,5066,149,30-39
1960,1066,2020,JS2A,Basic Science,32,207,5066,146,30-39
1961,1066,2020,JS2A,Basic Technology,30,210,5066,133,30-39
1962,1066,2020,JS2A,Social Studies,89,213,5066,181,80-89
1963,1066,2021,JS3A,Mathematics,40,204,5066,144,40-49
1964,1066,2021,JS3A,English Language,57,201,5066,162,50-59
1965,1066,2021,JS3A,Civic Education,51,216,5066,159,50-59
1966,1066,2021,JS3A,Basic Science,57,207,5066,159,50-59
1967,1066,2021,JS3A,Basic Technology,44,210,5066,144,40-49
1968,1066,2021,JS3A,Social Studies,40,213,5066,126,40-49
1969,1066,2022,SS1A,Mathematics,40,204,5066,125,40-49
1970,1066,2022,SS1A,English Language,85,201,5066,191,80-89
1971,1066,2022,SS1A,Civic Education,34,216,5066,122,30-39
1972,1066,2022,SS1A,Literature-in-English,39,228,5066,125,30-39
1973,1066,2022,SS1A,Government,58,231,5066,167,50-59
1974,1066,2022,SS1A,History,76,234,5066,188,70-79
1975,1066,2023,SS2A,Mathematics,80,204,5066,200,80-89
1976,1066,2023,SS2A,English Language,37,201,5066,142,30-39
1977,1066,2023,SS2A,Civic Education,57,216,5066,172,50-59
1978,1066,2023,SS2A,Literature-in-English,60,228,5066,162,60-69
1979,1066,2023,SS2A,Government,33,231,5066,134,30-39
1980,1066,2023,SS2A,History,82,234,5066,188,80-89
1981,1067,2019,JS1A,Mathematics,35,204,5067,144,30-39
1982,1067,2019,JS1A,English Language,46,201,5067,150,40-49
1983,1067,2019,JS1A,Civic Education,54,216,5067,172,50-59
1984,1067,2019,JS1A,Basic Science,60,207,5067,173,60-69
1985,1067,2019,JS1A,Basic Technology,41,210,5067,130,40-49
1986,1067,2019,JS1A,Social Studies,60,213,5067,160,60-69
1987,1067,2020,JS2A,Mathematics,32,204,5067,125,30-39
1988,1067,2020,JS2A,English Language,45,201,5067,127,40-49
1989,1067,2020,JS2A,Civic Education,49,216,5067,133,40-49
1990,1067,2020,JS2A,Basic Science,43,207,5067,148,40-49
1991,1067,2020,JS2A,Basic Technology,34,210,5067,142,30-39
1992,1067,2020,JS2A,Social Studies,40,213,5067,144,40-49
1993,1067,2021,JS3A,Mathematics,40,204,5067,145,40-49
1994,1067,2021,JS3A,English Language,54,201,5067,156,50-59
1995,1067,2021,JS3A,Civic Education,50,216,5067,154,50-59
1996,1067,2021,JS3A,Basic Science,58,207,5067,164,50-59
1997,1067,2021,JS3A,Basic Technology,38,210,5067,122,30-39
1998,1067,2021,JS3A,Social Studies,54,213,5067,179,50-59
1999,1067,2022,SS1A,Mathematics,65,204,5067,171,60-69
2000,1067,2022,SS1A,English Language,74,201,5067,182,70-79
2001,1067,2022,SS1A,Civic Education,40,216,5067,129,40-49
2002,1067,2022,SS1A,Literature-in-English,36,228,5067,135,30-39
2003,1067,2022,SS1A,Government,37,231,5067,129,30-39
2004,1067,2022,SS1A,History,44,234,5067,138,40-49
2005,1067,2023,SS2A,Mathematics,34,204,5067,137,30-39
2006,1067,2023,SS2A,English Language,53,201,5067,176,50-59
2007,1067,2023,SS2A,Civic Education,46,216,5067,124,40-49
2008,1067,2023,SS2A,Literature-in-English,58,228,5067,178,50-59
2009,1067,2023,SS2A,Government,50,231,5067,159,50-59
2010,1067,2023,SS2A,History,50,234,5067,158,50-59
2011,1068,2019,JS1A,Mathematics,45,204,5068,139,40-49
2012,1068,2019,JS1A,English Language,35,201,5068,128,30-39
2013,1068,2019,JS1A,Civic Education,32,216,5068,123,30-39
2014,1068,2019,JS1A,Basic Science,79,207,5068,198,70-79
2015,1068,2019,JS1A,Basic Technology,35,210,5068,136,30-39
2016,1068,2019,JS1A,Social Studies,48,213,5068,136,40-49
2017,1068,2020,JS2A,Mathematics,48,204,5068,121,40-49
2018,1068,2020,JS2A,English Language,56,201,5068,170,50-59
2019,1068,2020,JS2A,Civic Education,66,216,5068,151,60-69
2020,1068,2020,JS2A,Basic Science,54,207,5068,173,50-59
2021,1068,2020,JS2A,Basic Technology,60,210,5068,158,60-69
2022,1068,2020,JS2A,Social Studies,36,213,5068,142,30-39
2023,1068,2021,JS3A,Mathematics,30,204,5068,124,30-39
2024,1068,2021,JS3A,English Language,40,201,5068,133,40-49
2025,1068,2021,JS3A,Civic Education,46,216,5068,135,40-49
2026,1068,2021,JS3A,Basic Science,46,207,5068,140,40-49
2027,1068,2021,JS3A,Basic Technology,70,210,5068,195,70-79
2028,1068,2021,JS3A,Social Studies,47,213,5068,139,40-49
2029,1068,2022,SS1A,Mathematics,40,204,5068,120,40-49
2030,1068,2022,SS1A,English Language,40,201,5068,137,40-49
2031,1068,2022,SS1A,Civic Education,30,216,5068,123,30-39
2032,1068,2022,SS1A,Literature-in-English,40,228,5068,150,40-49
2033,1068,2022,SS1A,Government,39,231,5068,133,30-39
2034,1068,2022,SS1A,History,76,234,5068,193,70-79
2035,1068,2023,SS2A,Mathematics,41,204,5068,147,40-49
2036,1068,2023,SS2A,English Language,47,201,5068,147,40-49
2037,1068,2023,SS2A,Civic Education,40,216,5068,136,40-49
2038,1068,2023,SS2A,Literature-in-English,46,228,5068,126,40-49
2039,1068,2023,SS2A,Government,66,231,5068,177,60-69
2040,1068,2023,SS2A,History,38,234,5068,147,30-39
2041,1069,2019,JS1A,Mathematics,37,204,5069,144,30-39
2042,1069,2019,JS1A,English Language,32,201,5069,129,30-39
2043,1069,2019,JS1A,Civic Education,45,216,5069,138,40-49
2044,1069,2019,JS1A,Basic Science,44,207,5069,141,40-49
2045,1069,2019,JS1A,Basic Technology,49,210,5069,148,40-49
2046,1069,2019,JS1A,Social Studies,60,213,5069,155,60-69
2047,1069,2020,JS2A,Mathematics,60,204,5069,171,60-69
2048,1069,2020,JS2A,English Language,49,201,5069,122,40-49
2049,1069,2020,JS2A,Civic Education,96,216,5069,196,90-100
2050,1069,2020,JS2A,Basic Science,49,207,5069,130,40-49
2051,1069,2020,JS2A,Basic Technology,53,210,5069,178,50-59
2052,1069,2020,JS2A,Social Studies,54,213,5069,178,50-59
2053,1069,2021,JS3A,Mathematics,51,204,5069,158,50-59
2054,1069,2021,JS3A,English Language,70,201,5069,184,70-79
2055,1069,2021,JS3A,Civic Education,38,216,5069,132,30-39
2056,1069,2021,JS3A,Basic Science,60,207,5069,180,60-69
2057,1069,2021,JS3A,Basic Technology,56,210,5069,169,50-59
2058,1069,2021,JS3A,Social Studies,88,213,5069,180,80-89
2059,1069,2022,SS1A,Mathematics,90,204,5069,182,90-100
2060,1069,2022,SS1A,English Language,41,201,5069,146,40-49
2061,1069,2022,SS1A,Civic Education,57,216,5069,167,50-59
2062,1069,2022,SS1A,Literature-in-English,34,228,5069,150,30-39
2063,1069,2022,SS1A,Government,39,231,5069,147,30-39
2064,1069,2022,SS1A,History,33,234,5069,124,30-39
2065,1069,2023,SS2A,Mathematics,31,204,5069,141,30-39
2066,1069,2023,SS2A,English Language,44,201,5069,135,40-49
2067,1069,2023,SS2A,Civic Education,37,216,5069,128,30-39
2068,1069,2023,SS2A,Literature-in-English,54,228,5069,150,50-59
2069,1069,2023,SS2A,Government,85,231,5069,195,80-89
2070,1069,2023,SS2A,History,49,234,5069,145,40-49
2071,1070,2019,JS1A,Mathematics,44,204,5070,148,40-49
2072,1070,2019,JS1A,English Language,59,201,5070,173,50-59
2073,1070,2019,JS1A,Civic Education,55,216,5070,180,50-59
2074,1070,2019,JS1A,Basic Science,36,207,5070,135,30-39
2075,1070,2019,JS1A,Basic Technology,73,210,5070,190,70-79
2076,1070,2019,JS1A,Social Studies,58,213,5070,176,50-59
2077,1070,2020,JS2A,Mathematics,32,204,5070,141,30-39
2078,1070,2020,JS2A,English Language,36,201,5070,135,30-39
2079,1070,2020,JS2A,Civic Education,48,216,5070,148,40-49
2080,1070,2020,JS2A,Basic Science,51,207,5070,167,50-59
2081,1070,2020,JS2A,Basic Technology,45,210,5070,137,40-49
2082,1070,2020,JS2A,Social Studies,30,213,5070,148,30-39
2083,1070,2021,JS3A,Mathematics,77,204,5070,197,70-79
2084,1070,2021,JS3A,English Language,35,201,5070,133,30-39
2085,1070,2021,JS3A,Civic Education,79,216,5070,200,70-79
2086,1070,2021,JS3A,Basic Science,56,207,5070,159,50-59
2087,1070,2021,JS3A,Basic Technology,37,210,5070,124,30-39
2088,1070,2021,JS3A,Social Studies,41,213,5070,149,40-49
2089,1070,2022,SS1A,Mathematics,43,204,5070,133,40-49
2090,1070,2022,SS1A,English Language,54,201,5070,161,50-59
2091,1070,2022,SS1A,Civic Education,46,216,5070,139,40-49
2092,1070,2022,SS1A,Literature-in-English,31,228,5070,136,30-39
2093,1070,2022,SS1A,Government,39,231,5070,144,30-39
2094,1070,2022,SS1A,History,43,234,5070,145,40-49
2095,1070,2023,SS2A,Mathematics,94,204,5070,196,90-100
2096,1070,2023,SS2A,English Language,40,201,5070,125,40-49
2097,1070,2023,SS2A,Civic Education,77,216,5070,186,70-79
2098,1070,2023,SS2A,Literature-in-English,96,228,5070,195,90-100
2099,1070,2023,SS2A,Government,53,231,5070,154,50-59
2100,1070,2023,SS2A,History,52,234,5070,164,50-59
2101,1071,2019,JS1A,Mathematics,69,204,5071,168,60-69
2102,1071,2019,JS1A,English Language,43,201,5071,127,40-49
2103,1071,2019,JS1A,Civic Education,38,216,5071,134,30-39
2104,1071,2019,JS1A,Basic Science,30,207,5071,126,30-39
2105,1071,2019,JS1A,Basic Technology,43,210,5071,124,40-49
2106,1071,2019,JS1A,Social Studies,60,213,5071,166,60-69
2107,1071,2020,JS2A,Mathematics,40,204,5071,121,40-49
2108,1071,2020,JS2A,English Language,54,201,5071,165,50-59
2109,1071,2020,JS2A,Civic Education,42,216,5071,136,40-49
2110,1071,2020,JS2A,Basic Science,56,207,5071,163,50-59
2111,1071,2020,JS2A,Basic Technology,42,210,5071,130,40-49
2112,1071,2020,JS2A,Social Studies,85,213,5071,196,80-89
2113,1071,2021,JS3A,Mathematics,30,204,5071,141,30-39
2114,1071,2021,JS3A,English Language,50,201,5071,151,50-59
2115,1071,2021,JS3A,Civic Education,48,216,5071,126,40-49
2116,1071,2021,JS3A,Basic Science,47,207,5071,124,40-49
2117,1071,2021,JS3A,Basic Technology,54,210,5071,178,50-59
2118,1071,2021,JS3A,Social Studies,57,213,5071,167,50-59
2119,1071,2022,SS1A,Mathematics,47,204,5071,141,40-49
2120,1071,2022,SS1A,English Language,56,201,5071,156,50-59
2121,1071,2022,SS1A,Civic Education,33,216,5071,146,30-39
2122,1071,2022,SS1A,Literature-in-English,40,228,5071,132,40-49
2123,1071,2022,SS1A,Government,35,231,5071,122,30-39
2124,1071,2022,SS1A,History,37,234,5071,129,30-39
2125,1071,2023,SS2A,Mathematics,38,204,5071,123,30-39
2126,1071,2023,SS2A,English Language,30,201,5071,131,30-39
2127,1071,2023,SS2A,Civic Education,49,216,5071,150,40-49
2128,1071,2023,SS2A,Literature-in-English,52,228,5071,155,50-59
2129,1071,2023,SS2A,Government,37,231,5071,141,30-39
2130,1071,2023,SS2A,History,33,234,5071,145,30-39
2131,1072,2019,JS1A,Mathematics,57,204,5072,171,50-59
2132,1072,2019,JS1A,English Language,90,201,5072,192,90-100
2133,1072,2019,JS1A,Civic Education,59,216,5072,157,50-59
2134,1072,2019,JS1A,Basic Science,37,207,5072,131,30-39
2135,1072,2019,JS1A,Basic Technology,55,210,5072,180,50-59
2136,1072,2019,JS1A,Social Studies,45,213,5072,138,40-49
2137,1072,2020,JS2A,Mathematics,64,204,5072,153,60-69
2138,1072,2020,JS2A,English Language,46,201,5072,141,40-49
2139,1072,2020,JS2A,Civic Education,40,216,5072,136,40-49
2140,1072,2020,JS2A,Basic Science,41,207,5072,131,40-49
2141,1072,2020,JS2A,Basic Technology,62,210,5072,154,60-69
2142,1072,2020,JS2A,Social Studies,34,213,5072,145,30-39
2143,1072,2021,JS3A,Mathematics,35,204,5072,124,30-39
2144,1072,2021,JS3A,English Language,47,201,5072,124,40-49
2145,1072,2021,JS3A,Civic Education,32,216,5072,138,30-39
2146,1072,2021,JS3A,Basic Science,58,207,5072,180,50-59
2147,1072,2021,JS3A,Basic Technology,36,210,5072,130,30-39
2148,1072,2021,JS3A,Social Studies,55,213,5072,153,50-59
2149,1072,2022,SS1A,Mathematics,34,204,5072,125,30-39
2150,1072,2022,SS1A,English Language,45,201,5072,132,40-49
2151,1072,2022,SS1A,Civic Education,65,216,5072,160,60-69
2152,1072,2022,SS1A,Literature-in-English,33,228,5072,120,30-39
2153,1072,2022,SS1A,Government,32,231,5072,145,30-39
2154,1072,2022,SS1A,History,50,234,5072,170,50-59
2155,1072,2023,SS2A,Mathematics,33,204,5072,136,30-39
2156,1072,2023,SS2A,English Language,93,201,5072,198,90-100
2157,1072,2023,SS2A,Civic Education,76,216,5072,192,70-79
2158,1072,2023,SS2A,Literature-in-English,90,228,5072,195,90-100
2159,1072,2023,SS2A,Government,36,231,5072,140,30-39
2160,1072,2023,SS2A,History,48,234,5072,149,40-49
2161,1073,2019,JS1A,Mathematics,39,204,5073,137,30-39
2162,1073,2019,JS1A,English Language,37,201,5073,148,30-39
2163,1073,2019,JS1A,Civic Education,35,216,5073,133,30-39
2164,1073,2019,JS1A,Basic Science,44,207,5073,129,40-49
2165,1073,2019,JS1A,Basic Technology,36,210,5073,139,30-39
2166,1073,2019,JS1A,Social Studies,58,213,5073,168,50-59
2167,1073,2020,JS2A,Mathematics,44,204,5073,144,40-49
2168,1073,2020,JS2A,English Language,44,201,5073,134,40-49
2169,1073,2020,JS2A,Civic Education,63,216,5073,161,60-69
2170,1073,2020,JS2A,Basic Science,32,207,5073,148,30-39
2171,1073,2020,JS2A,Basic Technology,55,210,5073,167,50-59
2172,1073,2020,JS2A,Social Studies,46,213,5073,120,40-49
2173,1073,2021,JS3A,Mathematics,86,204,5073,187,80-89
2174,1073,2021,JS3A,English Language,85,201,5073,200,80-89
2175,1073,2021,JS3A,Civic Education,35,216,5073,121,30-39
2176,1073,2021,JS3A,Basic Science,46,207,5073,138,40-49
2177,1073,2021,JS3A,Basic Technology,55,210,5073,173,50-59
2178,1073,2021,JS3A,Social Studies,49,213,5073,146,40-49
2179,1073,2022,SS1A,Mathematics,40,204,5073,132,40-49
2180,1073,2022,SS1A,English Language,57,201,5073,163,50-59
2181,1073,2022,SS1A,Civic Education,58,216,5073,175,50-59
2182,1073,2022,SS1A,Literature-in-English,96,228,5073,181,90-100
2183,1073,2022,SS1A,Government,47,231,5073,142,40-49
2184,1073,2022,SS1A,History,51,234,5073,176,50-59
2185,1073,2023,SS2A,Mathematics,99,204,5073,197,90-100
2186,1073,2023,SS2A,English Language,54,201,5073,165,50-59
2187,1073,2023,SS2A,Civic Education,33,216,5073,145,30-39
2188,1073,2023,SS2A,Literature-in-English,37,228,5073,142,30-39
2189,1073,2023,SS2A,Government,43,231,5073,141,40-49
2190,1073,2023,SS2A,History,80,234,5073,197,80-89
2191,1074,2019,JS1A,Mathematics,99,204,5074,199,90-100
2192,1074,2019,JS1A,English Language,99,201,5074,193,90-100
2193,1074,2019,JS1A,Civic Education,53,216,5074,150,50-59
2194,1074,2019,JS1A,Basic Science,41,207,5074,125,40-49
2195,1074,2019,JS1A,Basic Technology,39,210,5074,130,30-39
2196,1074,2019,JS1A,Social Studies,39,213,5074,140,30-39
2197,1074,2020,JS2A,Mathematics,35,204,5074,148,30-39
2198,1074,2020,JS2A,English Language,60,201,5074,166,60-69
2199,1074,2020,JS2A,Civic Education,44,216,5074,142,40-49
2200,1074,2020,JS2A,Basic Science,51,207,5074,157,50-59
2201,1074,2020,JS2A,Basic Technology,71,210,5074,196,70-79
2202,1074,2020,JS2A,Social Studies,51,213,5074,178,50-59
2203,1074,2021,JS3A,Mathematics,61,204,5074,175,60-69
2204,1074,2021,JS3A,English Language,38,201,5074,142,30-39
2205,1074,2021,JS3A,Civic Education,31,216,5074,133,30-39
2206,1074,2021,JS3A,Basic Science,43,207,5074,142,40-49
2207,1074,2021,JS3A,Basic Technology,52,210,5074,154,50-59
2208,1074,2021,JS3A,Social Studies,48,213,5074,146,40-49
2209,1074,2022,SS1A,Mathematics,53,204,5074,177,50-59
2210,1074,2022,SS1A,English Language,31,201,5074,136,30-39
2211,1074,2022,SS1A,Civic Education,52,216,5074,173,50-59
2212,1074,2022,SS1A,Literature-in-English,53,228,5074,168,50-59
2213,1074,2022,SS1A,Government,47,231,5074,147,40-49
2214,1074,2022,SS1A,History,82,234,5074,183,80-89
2215,1074,2023,SS2A,Mathematics,97,204,5074,192,90-100
2216,1074,2023,SS2A,English Language,37,201,5074,134,30-39
2217,1074,2023,SS2A,Civic Education,74,216,5074,200,70-79
2218,1074,2023,SS2A,Literature-in-English,35,228,5074,150,30-39
2219,1074,2023,SS2A,Government,55,231,5074,180,50-59
2220,1074,2023,SS2A,History,96,234,5074,198,90-100
2221,1075,2019,JS1A,Mathematics,60,204,5075,166,60-69
2222,1075,2019,JS1A,English Language,76,201,5075,187,70-79
2223,1075,2019,JS1A,Civic Education,63,216,5075,178,60-69
2224,1075,2019,JS1A,Basic Science,57,207,5075,169,50-59
2225,1075,2019,JS1A,Basic Technology,76,210,5075,192,70-79
2226,1075,2019,JS1A,Social Studies,40,213,5075,148,40-49
2227,1075,2020,JS2A,Mathematics,47,204,5075,150,40-49
2228,1075,2020,JS2A,English Language,48,201,5075,121,40-49
2229,1075,2020,JS2A,Civic Education,97,216,5075,189,90-100
2230,1075,2020,JS2A,Basic Science,44,207,5075,135,40-49
2231,1075,2020,JS2A,Basic Technology,99,210,5075,188,90-100
2232,1075,2020,JS2A,Social Studies,59,213,5075,178,50-59
2233,1075,2021,JS3A,Mathematics,41,204,5075,129,40-49
2234,1075,2021,JS3A,English Language,50,201,5075,180,50-59
2235,1075,2021,JS3A,Civic Education,66,216,5075,167,60-69
2236,1075,2021,JS3A,Basic Science,91,207,5075,191,90-100
2237,1075,2021,JS3A,Basic Technology,40,210,5075,139,40-49
2238,1075,2021,JS3A,Social Studies,43,213,5075,125,40-49
2239,1075,2022,SS1A,Mathematics,69,204,5075,155,60-69
2240,1075,2022,SS1A,English Language,53,201,5075,178,50-59
2241,1075,2022,SS1A,Civic Education,37,216,5075,129,30-39
2242,1075,2022,SS1A,Literature-in-English,36,228,5075,128,30-39
2243,1075,2022,SS1A,Government,40,231,5075,145,40-49
2244,1075,2022,SS1A,History,49,234,5075,120,40-49
2245,1075,2023,SS2A,Mathematics,46,204,5075,147,40-49
2246,1075,2023,SS2A,English Language,58,201,5075,157,50-59
2247,1075,2023,SS2A,Civic Education,44,216,5075,149,40-49
2248,1075,2023,SS2A,Literature-in-English,58,228,5075,173,50-59
2249,1075,2023,SS2A,Government,97,231,5075,184,90-100
2250,1075,2023,SS2A,History,39,234,5075,122,30-39
2251,1076,2019,JS1A,Mathematics,31,204,5076,135,30-39
2252,1076,2019,JS1A,English Language,52,201,5076,170,50-59
2253,1076,2019,JS1A,Civic Education,48,216,5076,126,40-49
2254,1076,2019,JS1A,Basic Science,87,207,5076,191,80-89
2255,1076,2019,JS1A,Basic Technology,47,210,5076,128,40-49
2256,1076,2019,JS1A,Social Studies,32,213,5076,150,30-39
2257,1076,2020,JS2A,Mathematics,63,204,5076,164,60-69
2258,1076,2020,JS2A,English Language,49,201,5076,146,40-49
2259,1076,2020,JS2A,Civic Education,47,216,5076,139,40-49
2260,1076,2020,JS2A,Basic Science,41,207,5076,134,40-49
2261,1076,2020,JS2A,Basic Technology,60,210,5076,169,60-69
2262,1076,2020,JS2A,Social Studies,43,213,5076,132,40-49
2263,1076,2021,JS3A,Mathematics,41,204,5076,133,40-49
2264,1076,2021,JS3A,English Language,47,201,5076,147,40-49
2265,1076,2021,JS3A,Civic Education,33,216,5076,139,30-39
2266,1076,2021,JS3A,Basic Science,53,207,5076,160,50-59
2267,1076,2021,JS3A,Basic Technology,34,210,5076,149,30-39
2268,1076,2021,JS3A,Social Studies,51,213,5076,156,50-59
2269,1076,2022,SS1A,Mathematics,89,204,5076,196,80-89
2270,1076,2022,SS1A,English Language,31,201,5076,146,30-39
2271,1076,2022,SS1A,Civic Education,35,216,5076,132,30-39
2272,1076,2022,SS1A,Literature-in-English,40,228,5076,150,40-49
2273,1076,2022,SS1A,Government,42,231,5076,137,40-49
2274,1076,2022,SS1A,History,59,234,5076,169,50-59
2275,1076,2023,SS2A,Mathematics,41,204,5076,125,40-49
2276,1076,2023,SS2A,English Language,53,201,5076,169,50-59
2277,1076,2023,SS2A,Civic Education,48,216,5076,128,40-49
2278,1076,2023,SS2A,Literature-in-English,40,228,5076,141,40-49
2279,1076,2023,SS2A,Government,59,231,5076,160,50-59
2280,1076,2023,SS2A,History,95,234,5076,187,90-100
2281,1077,2019,JS1A,Mathematics,55,204,5077,168,50-59
2282,1077,2019,JS1A,English Language,39,201,5077,121,30-39
2283,1077,2019,JS1A,Civic Education,53,216,5077,154,50-59
2284,1077,2019,JS1A,Basic Science,37,207,5077,150,30-39
2285,1077,2019,JS1A,Basic Technology,41,210,5077,135,40-49
2286,1077,2019,JS1A,Social Studies,96,213,5077,189,90-100
2287,1077,2020,JS2A,Mathematics,33,204,5077,143,30-39
2288,1077,2020,JS2A,English Language,41,201,5077,147,40-49
2289,1077,2020,JS2A,Civic Education,56,216,5077,177,50-59
2290,1077,2020,JS2A,Basic Science,71,207,5077,180,70-79
2291,1077,2020,JS2A,Basic Technology,43,210,5077,129,40-49
2292,1077,2020,JS2A,Social Studies,78,213,5077,190,70-79
2293,1077,2021,JS3A,Mathematics,50,204,5077,161,50-59
2294,1077,2021,JS3A,English Language,45,201,5077,145,40-49
2295,1077,2021,JS3A,Civic Education,49,216,5077,133,40-49
2296,1077,2021,JS3A,Basic Science,48,207,5077,129,40-49
2297,1077,2021,JS3A,Basic Technology,33,210,5077,129,30-39
2298,1077,2021,JS3A,Social Studies,55,213,5077,173,50-59
2299,1077,2022,SS1A,Mathematics,39,204,5077,149,30-39
2300,1077,2022,SS1A,English Language,37,201,5077,150,30-39
2301,1077,2022,SS1A,Civic Education,41,216,5077,150,40-49
2302,1077,2022,SS1A,Literature-in-English,67,228,5077,157,60-69
2303,1077,2022,SS1A,Government,83,231,5077,200,80-89
2304,1077,2022,SS1A,History,55,234,5077,160,50-59
2305,1077,2023,SS2A,Mathematics,32,204,5077,147,30-39
2306,1077,2023,SS2A,English Language,42,201,5077,150,40-49
2307,1077,2023,SS2A,Civic Education,38,216,5077,138,30-39
2308,1077,2023,SS2A,Literature-in-English,95,228,5077,200,90-100
2309,1077,2023,SS2A,Government,42,231,5077,142,40-49
2310,1077,2023,SS2A,History,75,234,5077,196,70-79
2311,1078,2019,JS1A,Mathematics,36,204,5078,140,30-39
2312,1078,2019,JS1A,English Language,49,201,5078,125,40-49
2313,1078,2019,JS1A,Civic Education,43,216,5078,150,40-49
2314,1078,2019,JS1A,Basic Science,39,207,5078,141,30-39
2315,1078,2019,JS1A,Basic Technology,39,210,5078,150,30-39
2316,1078,2019,JS1A,Social Studies,30,213,5078,146,30-39
2317,1078,2020,JS2A,Mathematics,40,204,5078,142,40-49
2318,1078,2020,JS2A,English Language,40,201,5078,150,40-49
2319,1078,2020,JS2A,Civic Education,45,216,5078,128,40-49
2320,1078,2020,JS2A,Basic Science,44,207,5078,137,40-49
2321,1078,2020,JS2A,Basic Technology,80,210,5078,187,80-89
2322,1078,2020,JS2A,Social Studies,37,213,5078,147,30-39
2323,1078,2021,JS3A,Mathematics,37,204,5078,124,30-39
2324,1078,2021,JS3A,English Language,40,201,5078,140,40-49
2325,1078,2021,JS3A,Civic Education,34,216,5078,131,30-39
2326,1078,2021,JS3A,Basic Science,88,207,5078,184,80-89
2327,1078,2021,JS3A,Basic Technology,57,210,5078,172,50-59
2328,1078,2021,JS3A,Social Studies,48,213,5078,128,40-49
2329,1078,2022,SS1A,Mathematics,39,204,5078,124,30-39
2330,1078,2022,SS1A,English Language,39,201,5078,141,30-39
2331,1078,2022,SS1A,Civic Education,92,216,5078,182,90-100
2332,1078,2022,SS1A,Literature-in-English,53,228,5078,178,50-59
2333,1078,2022,SS1A,Government,79,231,5078,181,70-79
2334,1078,2022,SS1A,History,54,234,5078,155,50-59
2335,1078,2023,SS2A,Mathematics,81,204,5078,192,80-89
2336,1078,2023,SS2A,English Language,95,201,5078,181,90-100
2337,1078,2023,SS2A,Civic Education,55,216,5078,153,50-59
2338,1078,2023,SS2A,Literature-in-English,41,228,5078,137,40-49
2339,1078,2023,SS2A,Government,54,231,5078,166,50-59
2340,1078,2023,SS2A,History,52,234,5078,153,50-59
2341,1079,2019,JS1A,Mathematics,99,204,5079,191,90-100
2342,1079,2019,JS1A,English Language,35,201,5079,137,30-39
2343,1079,2019,JS1A,Civic Education,59,216,5079,154,50-59
2344,1079,2019,JS1A,Basic Science,40,207,5079,149,40-49
2345,1079,2019,JS1A,Basic Technology,40,210,5079,120,40-49
2346,1079,2019,JS1A,Social Studies,44,213,5079,147,40-49
2347,1079,2020,JS2A,Mathematics,96,204,5079,180,90-100
2348,1079,2020,JS2A,English Language,44,201,5079,126,40-49
2349,1079,2020,JS2A,Civic Education,57,216,5079,162,50-59
2350,1079,2020,JS2A,Basic Science,56,207,5079,163,50-59
2351,1079,2020,JS2A,Basic Technology,54,210,5079,176,50-59
2352,1079,2020,JS2A,Social Studies,43,213,5079,142,40-49
2353,1079,2021,JS3A,Mathematics,33,204,5079,139,30-39
2354,1079,2021,JS3A,English Language,74,201,5079,183,70-79
2355,1079,2021,JS3A,Civic Education,34,216,5079,129,30-39
2356,1079,2021,JS3A,Basic Science,51,207,5079,180,50-59
2357,1079,2021,JS3A,Basic Technology,74,210,5079,181,70-79
2358,1079,2021,JS3A,Social Studies,40,213,5079,139,40-49
2359,1079,2022,SS1A,Mathematics,58,204,5079,166,50-59
2360,1079,2022,SS1A,English Language,65,201,5079,168,60-69
2361,1079,2022,SS1A,Civic Education,85,216,5079,184,80-89
2362,1079,2022,SS1A,Literature-in-English,71,228,5079,197,70-79
2363,1079,2022,SS1A,Government,46,231,5079,128,40-49
2364,1079,2022,SS1A,History,40,234,5079,126,40-49
2365,1079,2023,SS2A,Mathematics,51,204,5079,177,50-59
2366,1079,2023,SS2A,English Language,54,201,5079,161,50-59
2367,1079,2023,SS2A,Civic Education,37,216,5079,124,30-39
2368,1079,2023,SS2A,Literature-in-English,43,228,5079,134,40-49
2369,1079,2023,SS2A,Government,55,231,5079,156,50-59
2370,1079,2023,SS2A,History,46,234,5079,132,40-49
2371,1080,2019,JS1A,Mathematics,32,204,5080,122,30-39
2372,1080,2019,JS1A,English Language,32,201,5080,133,30-39
2373,1080,2019,JS1A,Civic Education,79,216,5080,194,70-79
2374,1080,2019,JS1A,Basic Science,31,207,5080,138,30-39
2375,1080,2019,JS1A,Basic Technology,79,210,5080,192,70-79
2376,1080,2019,JS1A,Social Studies,35,213,5080,122,30-39
2377,1080,2020,JS2A,Mathematics,31,204,5080,139,30-39
2378,1080,2020,JS2A,English Language,68,201,5080,176,60-69
2379,1080,2020,JS2A,Civic Education,79,216,5080,194,70-79
2380,1080,2020,JS2A,Basic Science,43,207,5080,144,40-49
2381,1080,2020,JS2A,Basic Technology,39,210,5080,142,30-39
2382,1080,2020,JS2A,Social Studies,96,213,5080,195,90-100
2383,1080,2021,JS3A,Mathematics,62,204,5080,154,60-69
2384,1080,2021,JS3A,English Language,97,201,5080,195,90-100
2385,1080,2021,JS3A,Civic Education,45,216,5080,130,40-49
2386,1080,2021,JS3A,Basic Science,75,207,5080,187,70-79
